name|line
Rintaro|Wait, Mayuri. Back at Radi-Kan, you heard a man scream, right?
Mayuri|Scream?
Mayuri|When was that again?
Rintaro|This afternoon.
Mayuri|I don’t think I heard anything...
Rintaro|...Oh. Well, alright.
Mayuri|Okarin’s a weirdo!
Mayuri|Bye bye! Tutturu♪
Luka|Thanks for waiting, Okabe-san.
Luka|Dad let me borrow it. Thank goodness.
Luka|Um, did Mayuri-chan leave?
Rintaro|Don’t worry about Mayuri. Begin the exorcism at once, Lukako!
Luka|Um, okay, but do you really want me to do it? What exactly am I exorcising, anyway?
Rintaro|Guh! It’s the evil spirit... in my arm!
Rintaro|Be still, foul spirit! Guh... Hurry, Lukako! It’s trying to take over!
Luka|N-no way! Please hang in there, Okabe-san!
Rintaro|I’m not Okabe-san!
Luka|I’m sorry, Kyouma-san! Ahh, but what should I...
Rintaro|The exorcism... hurry! Just do it... like I taught you!
Luka|O-okay!
Luka|Ummm... ummm...
Rintaro|Please... Luka... expel... this spirit... from me...
Rintaro|I don’t... want to... kill you!
Luka|Uuh...
Luka|H-hear me, evil spirit!
Luka|Please leave from Okabe -- I mean Kyouma-san!
Rintaro|That’s great! Now strike my arm with those zigzags!
Luka|Ei!!
Luka|D-did it work?
Rintaro|...I’m okay. Looks like you drove away the evil spirit. Good job, Lukako.
Luka|I’m glad I was able to help.
???|Yo! What’s up, Okabe?
Rintaro|What’s up? That TV you gave me broke, that’s what.
Tennouji|I bet you were treating it rough, weren’t ya?
Tennouji|Love. You gotta’ treat ’em with love!
Rintaro|I’ll need repairs post-haste.
Tennouji|Man, why do you always talk like that?
Rintaro|You’re open late today. Don’t you usually close around seven?
Tennouji|I’m expecting someone.
Rintaro|You mean that chipmunk of yours?
Tennouji|Don’t be calling my little girl a chipmunk, you hear?
Tennouji|If you touch Nae, you’re dead.
Rintaro|But seriously, besides your daughter, has this workshop ever had a customer?
Tennouji|Ain’t a customer.
Tennouji|Hmm, there’s probably just a loose solder on the board. I can fix it.
Rintaro|Really? Well, then by all means.
Tennouji|Hold on. I’ll get you an estimate.
Rintaro|What!? You’re charging me!?
Tennouji|What’d you think? This ain’t some charity!
Rintaro|You’re the one who gave us the TV!
Tennouji|Yeah, so what? Never said I’d service it for free.
Rintaro|Curse you... you have some gall to say that after foisting a half-broken piece of junk onto us!
Tennouji|Oh, shut up. If you don’t want it, I can take it back. Though I’ll have to charge ya for its safe disposal.
Rintaro|Extortion! You dare cheat the man who very well may change the future of mankind!?
Tennouji|Hah? Who’s that, now?
Rintaro|Me, of course. Who else?
Tennouji|Brush your teeth and go to sleep, kid. You’ve got some nerve to be back-talking when I’m lettin’ you rent the second floor for next to nothing.
Rintaro|Hmph. You shall have your money, Mister Braun.
???|Wazzaaap!
Rintaro|...
Tennouji|...
???|Um...?
Amane|Um, I called earlier. I’m Amane.
Tennouji|Oh, so you’re the kid for the job interview. I’m Tennouji, the manager.
Rintaro|A job interview!? This young woman!?
Rintaro|You want to work at the dull, dirty, depressing, debt-ridden Braun Tube Workshop with this filthy old manager?
Tennouji|You want an extra thousand yen added to your rent?
Rintaro|...My words are but the truth. Though I suppose it’s not my place to get involved.
Rintaro|Anyway, I had no idea the Braun Tube Workshop was hiring. You always look so... free. I didn’t know you needed the help.
Amane|Actually, I’m the one who begged for the job.
Amane|The boss refused at first, but I wouldn’t take no for an answer.
Tennouji|Kids with drive are rare these days. Take a seat right there, young lady.
Amane|Oh, thank you.
Tennouji|Right. What was your name again?
Amane|Amane Suzuha.
Tennouji|Age?
Amane|18.
Tennouji|Student?
Amane|No.
Tennouji|Why do you want to work here?
Suzuha|Because I love CRTs.
Tennouji|Hired! You start tomorrow!
Rintaro|Wait, what? Is this some sort of joke? Are we on camera!?
Suzuha|Thanks, boss.
Suzuha|Um, who are you?
Rintaro|You... dare ask my name? Banish the thought from your head, girl. To learn it would place your life in jeopardy.
Rintaro|Countless women have learned my name only to find themselves targets of the Organization. Sarah in America, Claudia in Italy, Simone in France... I won’t put anyone else in danger.
Tennouji|Hey, stop pulling things outta yer ass.
Tennouji|This idiot rents the second floor. Name’s Okabe Rintaro.
Rintaro|My name is not Okabe. It’s Hououin--
Tennouji|Quit it, or I raise your rent.
Rintaro|...I’m Okabe Rintaro.
Suzuha|I don’t know anything about this Organization that’s after you.
Suzuha|But if you’re ever in trouble, Okabe Rintaro, let me know. I can help with stuff like that.
Rintaro|...Huh?
Tennouji|...?
Suzuha|If necessary, I can hurt them so bad they’ll never bother you again.
Rintaro|Mister Braun, I don’t think you should hire her.
Tennouji|Yeah. She might be a wild one. I’ll fire her if she causes any trouble. Anyway, ignore that Organization nonsense. It’s all in Okabe’s head.
Suzuha|It is?
Rintaro|You just keep thinking that.
Suzuha|So that’s the current trend. Thanks for the tip!
Rintaro|...so hot.
Itaru|Yeah?
Rintaro|It’s me. Report.
Itaru|...Okarin, can you drop the act when you’re on the phone at least?
Rintaro|Are you aware that John Titor has returned?
Itaru|I have no idea what you’re talking about.
Rintaro|Where are you, anyway? You coming to the lab?
Itaru|I’m at MayQueen+Nyan².
Rintaro|Again?
Rintaro|I have a sensitive matter to discuss.
Rintaro|Don’t move until I get there.
Itaru|Huh? You’re coming? Fine, bu--
Female Reporter|We’re here now in Akihabara the day after the unexplained satellite crash. The police barricade has been lifted, and a tremendous number of people have gathered in front of the station!
Female Reporter|The satellite’s origin is still under investigation. We’re told that it can’t be removed until the authorities have more information.
Female Reporter|According to the police, the satellite does not appear to be dangerous. However, tourists and local business owners have raised concerns.
Rintaro|...!?
???|...
Rintaro|Wait wait wait!
Lady|...
Rintaro|Hey, you with the phone camera! Wait! Please, wait!
Lady|...?
Rintaro|Hey! No pictures! Are you with the Organization!?
Voyeur Lady|...
Rintaro|Answer my question. Are you with the Organization?
Possible Organization Spy|...
Rintaro|Y-you’re not?
Probably Not Organization Spy|...
Rintaro|Even so, I can’t let you keep that picture. The Organization will stop at nothing to find my whereabouts, and they’ll kill anyone who gets in their way!
Rintaro|I need you to delete that picture immediately.
Lady Ignoring Me|...
Lady Ignoring Me|...Sorry.
Lady Who Apologized out of Nowhere|If I... upset you.
Rintaro|Before you apologize, I need you to delete that photo.
Lady Ignoring Me|I was shooting... the scenery.
Rintaro|The scenery? You’re a tourist?
Lady Ignoring Me and Apparently Sightseeing in Akihabara|...It’s proof. Of where I was today.
Rintaro|You’re a strange lady...
Strange Lady Apparently Sightseeing in Akihabara|Kiryu... Moeka.
Rintaro|Hm?
Moeka|My name.
Moeka|I have a question for you... may I?
Rintaro|First, the photo--
Moeka|There’s an urban legend... in Akihabara.
Moeka|...Have you heard of it?
Rintaro|Gah... I’ve remained in this town for far too long! I’ll need to make plans.
Moeka|The phantom... retro PC.
Rintaro|Retro PC?
Moeka|They say there’s one... in Akihabara.
Rintaro|Oh...
Rintaro|A retro PC... you mean like a 98?
Moeka|...No. This.
Moeka|An IBN 5100.
Rintaro|That’s the computer John Titor tried to get.
Moeka|You’ve seen one?
Rintaro|No. I’ve only heard the name.
Rintaro|This could be the choice of Steins Gate.
Moeka|Know anyone... who might know?
Rintaro|Daru probably knows more about it.
Rintaro|He’s my Favorite Right Arm. A super hacka capable of breaking into even MI6’s mainframe.
Rintaro|Well, I’m off. Lady, media scrum in moderation.
Rintaro|What are you doing!?
Moeka|Your email... please.
Rintaro|...What are you after?
Moeka|The super hacka...
Rintaro|I refuse! I’ll never give up Daru!
Rintaro|...
Moeka|...
Rintaro|Stop following me!
Rintaro|Gehhh! You still haven’t deleted it?
Moeka|Tell me... and I’ll delete it.
Rintaro|You dare blackmail me? Who do you work for?
Moeka|I...
Moeka|Work part-time... at Arc Rewrite.
Rintaro|What’s that?
Moeka|An editorial company... here in Akihabara.
Rintaro|Wait! You plan on publishing my picture without permission, don’t you!?
Rintaro|Very well. I accept your terms.
Rintaro|Of course... this woman is an esper.
Moeka|...Name?
Rintaro|Hououin Kyouma, Mad Scientist.
Moeka|How... is it spelled?
Rintaro|First ’Houou’ for ’phoenix’, then ’in’, and finally ’Kyouma’ which means a ’horrible truth’ that must never be revealed.
Moeka|...Huh?
Rintaro|’Houou’ for ’phoenix’, then ’in’, and finally ’Kyouma’ which means a ’horrible truth’ that must never be revealed.
Moeka|...
Moeka|Like this?
Rintaro|What the hell is this!? Are you mocking me!?
Moeka|...
Rintaro|Just hand me your phone! I’ll enter it!
Moeka|...!
Moeka|...
Rintaro|...
Moeka|...
Rintaro|Woah!
Rintaro|It’s me. What is it?
Itaru|What do you mean, ’what is it’? I’ve been waiting, you know? And what’s with that blank email?
Rintaro|Blank email? It went to you?
Itaru|It sure did.
Rintaro|That was a mistake. Don’t worry. The email will self-destruct in 10 minutes.
Itaru|Hey, just what are--
Moeka|...
Moeka|Okabe... Rintaro?
Rintaro|What!? How do you know that name!?
Moeka|From the blank email...
Rintaro|That’s just my alias. I’ll send another one with my true--
Moeka|No... this is fine.
Rintaro|Nonsense! I am not Okabe Rintaro, but Hououin Kyou--
Moeka|...
Rintaro|Did you delete the picture?
Rintaro|If you deleted it, then prove it.
Moeka|I’ll email you... later.
Moeka|So ask... okay?
Rintaro|About what?
Moeka|...The urban legend.
Moeka|...
Moeka|...
Maids|Welcome back, Myaster!
Mayuri|It’s Okarin!
Mayuri|Welcome back, Okarin.
Mayuri|Hey, Okarin! Mayushii just noticed something.
Mayuri|’Welcome back’ and ’Okarin’ go really well together!
Faris|Kyouma! It’s great that you came, nya!
Faris|Daru-nyan’s here too. He’s been waiting, nya.
Faris|Are you holding another secret meeting to overthrow the evil Organization, nya?
Rintaro|Uh, yeah, something like that.
Faris|Faris wants to join too, nya!
Rintaro|No chance. The Organization isn’t threatened by cat-eared maids.
Faris|Not true, nya. Faris has the purrfect secret technique to help take them down.
Rintaro|What!? You’ve finally mastered that secret technique!?
Faris|Yes, nya... After completing my pilgrimage to the Guiana Highlands and overcoming my mentor’s death, I finally mastered it.
Faris|So Faris wants to participate in the Spirit Conference like you promised, nya!
Rintaro|You’re not suggesting we venture to the Sanctuary!?
Rintaro|The answer is no. Although you may understand the Hidden Secrets, you’re still too inexperienced.
Faris|But... but you promised, nya! Are you going to betray me!?
Faris|My brother is waiting for me there...
Mayuri|Umm, I don’t quite get it, but can Mayushii go to the Sanctuary too?
Rintaro|You can’t come. This discussion is over.
Mayuri|Ehhh?
Faris|No fair, Kyouma!
Mayuri|That’s right! Leaving Mayushii and Feris-chan behind is mean!
Rintaro|...Who’s is ’Feris’?
Mayuri|Feris-chan is Feris-chan. Right?
Faris|Right!
Mayuri|Well, Mayushii has a hard time saying Faris, so I call her Feris-chan instead!
Rintaro|Oh, so that’s it.
Faris|It’s like we’re in a girl’s school. That’s not too... tabby.
